,monthly_income,monthly_expense_total,savings_rate,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,income_type,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
1048,2020.14,2332.49,0.33,normal,648.0,0.39,503.84,400.53,4,1122.77,93,0,Salary,Positive,31.0,Medium,0.0,0
1049,4331.97,2657.92,0.23,inflation,710.0,0.35,336.06,488.54,5,1396.12,69,0,Salary,Positive,99.5,Medium,1674.05,0
1050,5027.23,2414.2,0.19,normal,654.0,0.47,799.65,0.0,6,1149.0,23,0,Freelance,Negative,31.0,High,2613.03,1
1051,3643.48,2570.2,0.26,inflation,748.0,0.57,611.68,222.07,3,1126.53,72,0,Salary,Positive,32.3,Low,1073.28,0
1052,4326.45,4967.23,0.3,normal,729.0,0.13,353.56,404.45,7,1092.23,53,0,Salary,Neutral,42.8,Low,0.0,0
1053,2067.72,2710.95,0.12,normal,622.0,0.2,250.13,520.3,1,891.84,28,0,Salary,Neutral,97.5,Medium,0.0,0
1054,3496.37,3863.84,0.19,normal,608.0,0.25,736.24,248.68,6,457.74,96,0,Salary,Negative,65.7,Low,0.0,0
1055,4095.6,3810.03,0.14,normal,707.0,0.24,554.72,327.25,3,1267.24,24,0,Salary,Neutral,38.3,Medium,285.57,0
1056,3574.03,2144.65,0.11,normal,704.0,0.54,472.59,554.64,1,615.29,32,0,Salary,Positive,38.4,Medium,1429.38,0
1057,2808.94,3056.73,0.13,normal,684.0,0.45,392.4,234.72,5,1009.11,37,0,Salary,Negative,45.6,High,0.0,0
1058,2963.77,3715.67,0.24,inflation,631.0,0.45,445.48,142.13,1,659.64,34,0,Freelance,Positive,37.7,Low,0.0,0
1059,2534.09,2596.83,0.35,recession,664.0,0.33,799.93,364.1,6,1427.01,88,0,Salary,Negative,42.0,High,0.0,0
1060,2746.43,2782.97,0.11,normal,674.0,0.24,493.07,193.88,1,861.69,74,0,Salary,Positive,67.7,Low,0.0,0
1061,3976.21,2736.73,0.08,normal,692.0,0.31,508.76,793.09,3,646.01,90,0,Freelance,Positive,54.0,High,1239.48,0
1062,5293.22,2753.24,0.09,normal,847.0,0.43,496.95,354.66,3,890.28,45,0,Salary,Positive,30.1,Low,2539.98,0
1063,4848.26,3714.85,0.19,recession,777.0,0.58,607.89,368.71,5,64.08,46,0,Salary,Positive,1.6,Medium,1133.41,0
1064,2878.18,3645.56,0.37,normal,656.0,0.23,519.37,131.94,1,1607.37,27,0,Salary,Negative,31.0,Low,0.0,0
1065,3067.71,3713.18,0.24,normal,666.0,0.35,718.05,475.5,2,1129.23,22,0,Salary,Neutral,3.2,Low,0.0,0
1066,6707.56,1816.45,0.1,normal,699.0,0.25,675.57,429.94,7,694.08,36,0,Freelance,Negative,80.2,Low,4891.11,1
1067,5047.92,2324.62,0.05,inflation,699.0,0.43,130.35,496.63,7,694.46,61,0,Salary,Positive,77.0,Low,2723.3,1
1068,2851.45,1496.69,0.08,normal,645.0,0.41,770.34,727.74,6,924.65,28,1,Salary,Positive,23.2,Medium,1354.76,0
1069,3697.69,1940.3,0.2,recession,738.0,0.47,363.1,522.42,3,2179.66,86,0,Salary,Positive,19.5,High,1757.39,0
1070,3337.46,3217.08,0.11,recession,655.0,0.11,409.77,619.21,5,538.28,90,0,Salary,Neutral,86.9,Medium,120.38,0
1071,4633.39,2550.73,0.4,normal,658.0,0.45,712.69,338.74,4,798.63,37,0,Salary,Positive,85.0,Low,2082.66,0
1072,4073.05,3469.8,0.29,normal,615.0,0.32,467.51,486.83,5,1161.34,77,0,Salary,Positive,23.5,Low,603.25,0
1073,4229.99,3358.25,0.22,normal,745.0,0.32,447.78,614.24,4,1179.99,31,0,Freelance,Positive,98.3,Medium,871.74,0
1074,3875.22,2333.25,0.22,normal,702.0,0.57,632.06,384.07,2,1425.48,47,0,Salary,Positive,53.9,Medium,1541.97,0
1075,1614.72,2933.36,0.15,recession,714.0,0.26,350.78,98.6,2,1839.47,79,0,Salary,Neutral,48.0,Medium,0.0,0
1076,6471.53,2312.55,0.24,recession,688.0,0.21,607.48,434.56,1,1361.49,64,0,Salary,Negative,15.1,Low,4158.98,1
1077,4064.91,2974.73,0.37,normal,681.0,0.4,244.79,627.44,3,610.24,34,0,Salary,Negative,98.0,Medium,1090.18,0
1078,4153.46,2379.73,0.11,recession,688.0,0.44,545.3,251.99,4,1626.61,81,0,Salary,Negative,14.5,Low,1773.73,0
1079,4085.13,3709.59,0.14,recession,608.0,0.46,464.2,449.21,3,1672.94,95,0,Salary,Negative,99.0,Low,375.54,0
1080,3348.85,3000.73,0.31,normal,721.0,0.6,380.74,749.31,5,479.99,44,0,Salary,Positive,36.5,Medium,348.12,0
1081,4614.66,4071.72,0.34,recession,729.0,0.33,772.85,297.7,3,841.1,66,0,Salary,Positive,75.2,High,542.94,0
1082,3227.28,3351.54,0.32,normal,754.0,0.35,833.5,228.91,2,907.62,80,0,Salary,Neutral,63.8,High,0.0,0
1083,4711.02,3160.8,0.09,normal,680.0,0.27,503.98,595.96,3,1936.03,54,0,Freelance,Positive,62.7,Medium,1550.22,0
1084,4301.38,1671.02,0.15,inflation,760.0,0.53,825.8,287.58,5,156.4,28,0,Salary,Neutral,49.2,Low,2630.36,0
1085,4766.74,2244.08,0.33,recession,743.0,0.45,688.97,265.88,7,881.43,75,0,Salary,Negative,26.6,High,2522.66,0
1086,4389.62,1513.48,0.4,inflation,644.0,0.23,488.27,966.49,9,849.92,95,0,Salary,Negative,86.1,Low,2876.14,1
1087,4546.92,3494.64,0.11,normal,573.0,0.5,489.36,480.44,7,956.14,71,0,Salary,Positive,9.1,Low,1052.28,0
1088,5103.96,2071.57,0.3,inflation,656.0,0.3,489.04,0.0,6,725.0,65,0,Salary,Neutral,42.8,Low,3032.39,1
1089,4053.47,4006.81,0.14,normal,622.0,0.31,491.23,645.73,5,890.18,84,0,Salary,Neutral,86.0,Low,46.66,0
1090,2997.24,3451.1,0.12,normal,675.0,0.28,701.31,465.3,2,547.83,79,0,Salary,Neutral,79.5,Medium,0.0,0
1091,3379.99,3446.95,0.28,normal,696.0,0.39,458.86,356.73,5,299.26,31,0,Mixed,Positive,13.3,Medium,0.0,0
1092,3083.05,4311.23,0.08,inflation,695.0,0.32,362.5,7.18,1,1333.28,55,0,Freelance,Positive,38.8,Low,0.0,0
1093,3363.59,2688.39,0.24,recession,765.0,0.59,285.74,737.1,1,1226.21,63,0,Salary,Neutral,25.2,High,675.2,0
1094,4052.79,2859.19,0.08,normal,613.0,0.15,108.61,413.18,5,528.15,24,0,Salary,Neutral,57.5,Low,1193.6,0
1095,4374.68,3464.74,0.31,normal,663.0,0.45,618.71,323.24,1,924.93,99,0,Salary,Neutral,17.8,Low,909.94,0
1096,3676.37,1911.12,0.3,normal,703.0,0.44,920.41,410.4,5,786.74,98,0,Mixed,Neutral,21.3,High,1765.25,0
1097,4695.57,2806.19,0.1,normal,715.0,0.54,336.8,459.0,3,602.27,46,0,Salary,Positive,69.9,Low,1889.38,0
1098,3905.77,2526.37,0.17,normal,689.0,0.57,462.02,268.17,5,572.37,66,0,Freelance,Positive,33.9,Low,1379.4,0
1099,5735.6,2579.09,0.31,normal,639.0,0.16,495.69,394.19,3,354.63,24,0,Freelance,Positive,93.9,High,3156.51,1
1100,4430.2,3398.7,0.22,recession,657.0,0.1,483.05,326.84,1,1563.43,99,0,Salary,Positive,36.5,High,1031.5,0
1101,3313.54,4702.81,0.32,recession,607.0,0.3,548.36,0.0,2,811.46,82,0,Salary,Negative,86.5,Low,0.0,0
1102,4058.03,3926.13,0.15,normal,603.0,0.13,210.2,16.29,6,1172.34,33,0,Salary,Positive,33.8,High,131.9,0
1103,3643.13,3477.74,0.09,normal,617.0,0.46,0.0,192.82,2,1202.43,24,0,Salary,Positive,83.9,Low,165.39,0
1104,2099.6,4208.1,0.29,recession,696.0,0.42,151.14,496.29,8,887.49,54,0,Salary,Positive,38.4,Low,0.0,0
1105,3494.72,3054.29,0.13,normal,663.0,0.31,314.63,500.49,6,1363.45,25,0,Salary,Positive,88.2,Medium,440.43,0
1106,3887.49,1896.1,0.39,inflation,727.0,0.53,520.56,310.66,7,982.2,69,0,Freelance,Positive,15.4,High,1991.39,0
1107,3751.52,2984.54,0.19,inflation,629.0,0.58,421.5,672.01,4,883.99,87,0,Salary,Neutral,35.2,Medium,766.98,0
1108,5075.96,1993.4,0.24,normal,690.0,0.59,586.24,608.31,2,1829.03,25,0,Salary,Positive,7.5,Low,3082.56,0
1109,3294.98,3410.53,0.28,recession,757.0,0.51,436.89,449.3,1,1335.86,27,0,Salary,Positive,56.1,Low,0.0,0
1110,2298.41,3206.4,0.05,normal,694.0,0.38,536.02,406.04,1,766.07,25,0,Freelance,Neutral,59.5,Medium,0.0,0
1111,4675.74,3354.49,0.37,normal,678.0,0.43,541.6,378.68,4,493.38,98,0,Salary,Neutral,1.5,Low,1321.25,0
1112,4056.35,2356.37,0.08,normal,691.0,0.36,435.63,466.12,5,198.92,70,0,Mixed,Positive,30.2,Medium,1699.98,0
1113,4685.76,2810.71,0.34,inflation,649.0,0.12,598.9,60.52,2,1015.86,51,0,Salary,Neutral,32.0,Low,1875.05,0
1114,4977.35,2036.96,0.29,recession,753.0,0.6,349.66,621.65,4,843.86,83,0,Mixed,Positive,33.0,Medium,2940.39,0
1115,4273.35,1621.95,0.32,normal,608.0,0.46,313.75,996.68,4,800.67,44,0,Freelance,Positive,57.1,Medium,2651.4,0
1116,3494.96,3407.34,0.15,inflation,789.0,0.14,339.48,723.6,3,723.05,90,0,Salary,Neutral,3.8,Low,87.62,0
1117,4543.78,2845.01,0.29,inflation,601.0,0.29,822.61,494.39,2,1283.09,31,0,Salary,Positive,67.9,High,1698.77,0
1118,5528.53,3360.99,0.13,normal,607.0,0.54,567.11,0.0,2,1743.28,83,0,Salary,Positive,25.6,Medium,2167.54,1
1119,4817.76,3645.15,0.16,recession,724.0,0.25,688.21,0.0,5,1679.86,53,0,Freelance,Positive,20.6,Medium,1172.61,0
1120,3917.81,2376.96,0.15,recession,766.0,0.58,943.99,357.11,4,1101.07,31,0,Freelance,Positive,50.7,Low,1540.85,0
1121,5141.31,4833.38,0.1,normal,673.0,0.3,636.96,595.16,6,1287.79,45,0,Freelance,Negative,18.8,Low,307.93,0
1122,3115.15,2762.38,0.07,normal,761.0,0.3,515.48,599.79,5,1199.8,24,0,Salary,Positive,9.8,Low,352.77,0
1123,4666.89,1994.19,0.31,inflation,567.0,0.59,491.25,86.43,7,709.47,40,0,Freelance,Positive,81.5,Low,2672.7,0
1124,3248.15,3728.25,0.15,normal,655.0,0.17,364.76,386.87,9,1414.08,67,0,Salary,Negative,57.1,High,0.0,0
1125,3731.59,2505.95,0.09,recession,605.0,0.49,233.63,116.68,9,100.43,28,0,Salary,Neutral,9.6,Low,1225.64,0
1126,3263.77,3183.38,0.12,normal,631.0,0.56,497.82,454.9,3,935.68,20,1,Salary,Positive,90.9,Medium,80.39,0
1127,4607.72,2172.89,0.19,inflation,734.0,0.56,418.91,505.64,2,2037.83,69,0,Salary,Positive,77.6,Low,2434.83,0
1128,4826.8,3189.31,0.27,normal,656.0,0.5,458.44,419.12,6,1357.43,50,0,Salary,Positive,23.1,High,1637.49,0
1129,4103.19,4148.24,0.18,normal,705.0,0.23,356.06,179.31,4,631.65,97,0,Freelance,Positive,27.4,Medium,0.0,0
1130,2663.92,4313.45,0.16,normal,583.0,0.12,687.23,78.43,2,761.67,90,0,Salary,Neutral,83.3,Low,0.0,0
1131,4800.06,1963.21,0.18,recession,687.0,0.4,718.61,379.88,9,1871.68,34,0,Salary,Positive,98.3,Low,2836.85,1
1132,6147.71,4363.65,0.15,inflation,716.0,0.4,897.7,188.1,5,687.07,60,0,Salary,Negative,0.7,Low,1784.06,0
1133,4385.22,2978.25,0.21,recession,635.0,0.32,394.18,647.61,4,1671.55,24,0,Freelance,Positive,22.5,Low,1406.97,0
1134,4204.23,2972.51,0.34,normal,726.0,0.28,377.21,741.09,6,760.8,30,0,Salary,Positive,79.3,Low,1231.72,0
1135,4819.52,3501.91,0.23,normal,727.0,0.26,489.85,239.73,4,1206.69,48,0,Salary,Positive,61.6,Low,1317.61,0
1136,3710.49,3633.41,0.27,normal,705.0,0.38,796.19,692.52,8,2042.46,89,0,Salary,Positive,86.4,High,77.08,0
1137,4088.05,3161.43,0.3,normal,657.0,0.28,745.27,751.72,8,66.51,85,0,Salary,Positive,32.1,Medium,926.62,0
1138,6398.69,4022.54,0.36,normal,746.0,0.32,545.66,658.45,4,981.18,70,0,Salary,Neutral,51.7,High,2376.15,1
1139,6130.53,2355.21,0.31,normal,625.0,0.39,377.35,27.32,1,1003.21,33,0,Salary,Neutral,7.7,Medium,3775.32,1
1140,3816.71,4674.74,0.37,normal,813.0,0.22,618.08,528.05,7,768.09,88,0,Salary,Positive,54.6,High,0.0,0
1141,4423.41,2900.19,0.08,normal,658.0,0.32,999.11,461.53,4,367.15,22,0,Salary,Positive,90.8,Low,1523.22,0
1142,3706.82,3881.34,0.26,inflation,631.0,0.36,612.25,317.14,8,1089.39,98,0,Salary,Neutral,6.9,Low,0.0,0
1143,3054.59,3320.75,0.2,normal,674.0,0.23,345.04,283.78,4,900.53,75,0,Salary,Negative,5.8,Medium,0.0,0
1144,4231.51,1897.87,0.31,inflation,706.0,0.23,563.13,335.76,6,683.11,47,0,Salary,Positive,78.8,Medium,2333.64,1
1145,2889.92,4189.15,0.25,recession,642.0,0.59,543.53,681.78,5,706.22,39,0,Salary,Positive,38.2,Medium,0.0,0
1146,4918.62,2495.46,0.25,inflation,737.0,0.33,328.05,419.91,5,767.24,66,0,Mixed,Positive,78.9,Medium,2423.16,0
1147,3266.03,3162.23,0.15,normal,638.0,0.44,449.04,260.35,4,1311.57,28,0,Mixed,Negative,21.3,Medium,103.8,0
1148,6847.04,3906.19,0.39,normal,718.0,0.1,450.95,476.11,7,1302.25,53,0,Mixed,Neutral,17.5,Low,2940.85,1
1149,4897.52,2716.08,0.35,normal,612.0,0.18,560.64,225.72,7,809.11,53,0,Salary,Negative,23.4,High,2181.44,0
1150,3006.83,2995.2,0.07,normal,673.0,0.39,769.17,766.89,8,0.0,67,0,Salary,Positive,6.9,Low,11.63,0
1151,4457.09,3930.75,0.13,inflation,675.0,0.48,550.97,589.59,2,544.08,83,0,Salary,Neutral,32.5,High,526.34,0
1152,3229.27,3232.55,0.4,normal,596.0,0.39,723.0,443.63,9,1280.13,80,1,Salary,Positive,43.1,Medium,0.0,0
1153,4118.27,2496.65,0.28,normal,604.0,0.17,535.37,76.52,3,1805.38,62,0,Freelance,Negative,32.8,Medium,1621.62,0
1154,3814.7,2436.64,0.2,normal,605.0,0.36,362.91,673.23,2,703.41,68,0,Salary,Negative,12.8,High,1378.06,0
1155,1346.96,3085.74,0.3,inflation,742.0,0.46,409.03,288.51,5,1429.59,80,0,Salary,Positive,32.9,Low,0.0,0
1156,4159.08,3558.11,0.15,recession,605.0,0.21,474.77,896.42,8,1246.47,90,1,Salary,Positive,94.2,Low,600.97,0
1157,4385.47,2898.22,0.19,normal,638.0,0.15,127.53,170.15,1,299.78,86,0,Freelance,Positive,46.9,Low,1487.25,0
1158,2655.04,1722.57,0.06,normal,701.0,0.33,371.84,304.85,8,1493.02,22,0,Mixed,Positive,4.9,Low,932.47,0
1159,4107.0,2575.75,0.16,normal,563.0,0.5,705.39,482.41,1,0.0,97,0,Salary,Neutral,27.9,Medium,1531.25,0
1160,4101.85,2935.32,0.38,recession,608.0,0.11,176.22,650.36,4,950.0,41,0,Mixed,Positive,8.7,Low,1166.53,0
1161,5810.44,2797.09,0.15,normal,668.0,0.1,684.83,537.31,9,1716.19,36,0,Mixed,Negative,55.9,Low,3013.35,1
1162,2883.01,3746.28,0.31,normal,741.0,0.49,848.98,0.0,1,797.17,71,0,Salary,Positive,48.2,Low,0.0,0
1163,3205.32,2136.44,0.25,inflation,635.0,0.16,550.25,745.75,7,1229.77,66,0,Freelance,Positive,97.3,Medium,1068.88,0
1164,4818.75,3073.84,0.09,normal,647.0,0.45,667.79,555.74,2,240.58,87,0,Salary,Neutral,76.8,Low,1744.91,0
1165,2755.45,2302.99,0.35,normal,651.0,0.48,552.8,822.54,3,828.85,46,0,Freelance,Positive,14.2,Medium,452.46,0
1166,4459.03,2532.93,0.24,recession,741.0,0.2,395.85,586.49,9,1543.76,82,0,Salary,Positive,50.5,Low,1926.1,0
1167,5162.02,4104.71,0.28,inflation,670.0,0.12,614.22,614.17,9,880.01,63,0,Salary,Negative,4.7,High,1057.31,0
1168,3966.3,3114.97,0.3,recession,651.0,0.51,536.9,127.84,6,1268.22,44,0,Salary,Neutral,47.9,High,851.33,0
1169,4343.65,3986.25,0.34,recession,669.0,0.37,450.61,415.11,1,339.21,63,0,Salary,Neutral,17.4,High,357.4,0
1170,4248.11,2131.51,0.1,inflation,669.0,0.56,412.01,114.23,7,630.96,50,0,Freelance,Positive,99.1,High,2116.6,0
1171,3200.14,3695.42,0.33,inflation,764.0,0.31,130.95,230.6,5,1041.07,60,0,Salary,Positive,44.9,Medium,0.0,0
1172,4445.12,2184.64,0.18,normal,710.0,0.56,533.8,461.62,5,1225.95,90,0,Salary,Positive,62.2,High,2260.48,0
1173,4176.33,3309.43,0.25,recession,664.0,0.22,411.23,141.49,6,1764.29,24,0,Salary,Neutral,78.3,High,866.9,0
1174,5655.8,2328.18,0.17,recession,663.0,0.59,603.25,410.79,1,1668.64,97,0,Salary,Positive,94.6,Low,3327.62,1
1175,6528.31,3567.26,0.11,normal,676.0,0.51,507.94,394.69,9,660.97,60,0,Freelance,Negative,80.8,High,2961.05,0
1176,6768.22,3576.71,0.31,normal,715.0,0.54,670.44,0.0,5,583.61,56,0,Salary,Positive,87.2,High,3191.51,1
1177,2979.52,5236.64,0.29,recession,664.0,0.13,819.59,703.07,7,561.32,71,0,Freelance,Positive,12.3,Medium,0.0,0
1178,4147.24,3104.08,0.25,inflation,656.0,0.23,633.07,125.67,3,231.51,20,0,Salary,Negative,44.4,Low,1043.16,0
1179,5065.61,3998.17,0.35,inflation,698.0,0.32,612.35,36.23,7,915.39,45,0,Salary,Positive,58.7,Medium,1067.44,0
1180,4502.18,3928.08,0.27,inflation,668.0,0.15,584.56,0.0,5,1021.89,22,0,Salary,Negative,75.5,Medium,574.1,0
1181,4023.22,2234.86,0.28,recession,621.0,0.25,244.69,348.15,4,321.43,72,0,Freelance,Neutral,77.9,High,1788.36,0
1182,4218.27,820.0,0.35,recession,734.0,0.12,810.22,494.32,2,908.43,44,0,Salary,Positive,53.5,Medium,3398.27,1
1183,3935.86,2877.91,0.27,normal,666.0,0.47,579.74,362.51,8,1250.72,48,1,Salary,Negative,25.1,High,1057.95,0
1184,3959.13,2506.97,0.37,recession,626.0,0.31,704.35,0.0,5,0.0,55,0,Salary,Negative,26.6,High,1452.16,0
1185,3810.97,2585.32,0.14,recession,592.0,0.46,319.61,98.37,1,1553.85,33,0,Salary,Positive,65.4,Low,1225.65,0
1186,5005.06,2421.18,0.3,normal,654.0,0.16,513.19,502.21,4,1184.38,70,0,Mixed,Positive,69.5,Low,2583.88,1
1187,5019.59,4036.0,0.16,normal,675.0,0.35,567.52,294.08,1,1576.67,85,0,Salary,Positive,34.6,Medium,983.59,0
1188,5058.46,3863.76,0.25,normal,546.0,0.2,423.16,726.31,7,1255.74,85,0,Salary,Negative,67.2,Low,1194.7,0
1189,2992.75,3377.14,0.17,recession,635.0,0.14,685.28,905.14,7,811.18,26,0,Salary,Positive,49.3,Medium,0.0,0
1190,4506.97,2815.09,0.21,normal,710.0,0.38,629.09,122.77,4,1093.22,96,0,Mixed,Positive,92.6,Low,1691.88,0
1191,4174.95,3191.07,0.2,normal,635.0,0.46,376.82,387.09,6,1081.32,95,0,Mixed,Positive,50.6,Medium,983.88,0
1192,1592.19,2720.16,0.33,inflation,672.0,0.48,499.2,502.89,1,1020.83,72,0,Salary,Negative,35.5,High,0.0,0
1193,4437.84,2553.31,0.14,recession,707.0,0.17,504.39,224.02,6,1423.11,79,0,Salary,Positive,55.7,High,1884.53,0
1194,3041.88,1357.22,0.33,normal,725.0,0.28,428.2,154.88,5,1261.02,63,0,Salary,Negative,39.5,High,1684.66,0
1195,3413.57,2147.13,0.38,inflation,683.0,0.56,547.79,742.08,4,1708.4,27,0,Salary,Negative,68.2,High,1266.44,0
1196,3619.99,4167.6,0.22,recession,653.0,0.33,789.42,538.44,9,1431.28,32,0,Mixed,Positive,98.7,Low,0.0,0
1197,3970.83,2176.47,0.25,normal,685.0,0.4,709.49,707.12,8,558.47,50,0,Salary,Positive,45.9,Low,1794.36,0
1198,4786.91,2609.64,0.34,normal,807.0,0.49,634.97,358.59,6,199.43,50,0,Freelance,Positive,99.4,High,2177.27,0
1199,5019.85,3903.22,0.22,normal,688.0,0.35,319.4,842.65,7,818.09,48,0,Mixed,Neutral,43.2,Low,1116.63,0
1200,3693.96,4150.94,0.31,inflation,696.0,0.55,413.66,267.5,1,1720.4,44,0,Salary,Negative,13.6,Low,0.0,0
1201,3879.11,3075.42,0.18,inflation,800.0,0.59,829.8,756.54,4,794.99,58,0,Salary,Positive,69.7,High,803.69,0
1202,5020.37,4119.83,0.13,normal,643.0,0.32,182.52,406.66,4,1344.45,64,0,Salary,Negative,70.9,Low,900.54,0
1203,4159.49,3346.57,0.21,normal,629.0,0.2,447.63,433.09,8,1245.66,39,0,Mixed,Positive,49.3,Medium,812.92,0
1204,5547.65,2672.09,0.19,normal,718.0,0.21,566.76,545.07,9,688.09,57,0,Freelance,Positive,86.0,Low,2875.56,1
1205,3799.41,3409.29,0.21,recession,766.0,0.32,265.73,85.76,3,916.19,63,0,Salary,Positive,19.8,High,390.12,0
1206,2844.51,2201.04,0.28,inflation,717.0,0.17,307.45,316.16,5,1177.17,43,0,Salary,Positive,44.5,Medium,643.47,0
1207,3908.07,4207.54,0.32,recession,749.0,0.33,409.84,0.0,8,1325.01,21,0,Freelance,Negative,94.9,Low,0.0,0
1208,5263.54,2606.32,0.13,recession,663.0,0.34,439.34,677.1,8,866.03,44,0,Freelance,Neutral,49.0,Low,2657.22,0
1209,2578.67,2666.67,0.32,recession,605.0,0.56,361.18,455.21,8,1211.68,94,0,Salary,Positive,13.5,Low,0.0,0
1210,3143.62,2770.44,0.07,normal,706.0,0.58,769.16,180.86,4,239.9,60,0,Salary,Negative,98.5,High,373.18,0
1211,4688.27,2886.49,0.07,normal,653.0,0.14,516.05,112.8,7,1594.84,69,0,Salary,Negative,99.3,Low,1801.78,0
1212,4263.13,1756.35,0.38,recession,649.0,0.39,366.24,1028.15,4,662.02,53,0,Salary,Positive,66.0,Medium,2506.78,0
1213,4600.5,2374.79,0.1,inflation,660.0,0.39,455.62,566.71,1,421.11,96,0,Salary,Positive,47.8,High,2225.71,1
1214,3381.06,2088.04,0.35,inflation,616.0,0.52,914.31,271.64,9,1737.8,67,0,Salary,Positive,66.3,Low,1293.02,0
1215,5312.2,2953.76,0.16,normal,675.0,0.32,233.87,523.38,8,1204.45,34,0,Salary,Neutral,14.4,Low,2358.44,0
1216,4438.58,2404.56,0.33,normal,571.0,0.21,696.45,258.07,1,801.51,43,0,Freelance,Positive,19.4,High,2034.02,1
1217,5136.21,4502.06,0.2,inflation,635.0,0.53,443.15,320.49,7,52.89,43,0,Salary,Positive,31.8,Low,634.15,0
1218,4976.74,3818.98,0.11,inflation,763.0,0.47,607.55,277.49,1,691.97,84,0,Salary,Neutral,10.1,Medium,1157.76,0
1219,2400.71,4244.68,0.29,recession,667.0,0.19,499.06,492.07,2,1104.86,25,0,Salary,Positive,65.1,High,0.0,0
1220,3906.18,3308.35,0.2,inflation,766.0,0.3,711.36,257.62,1,334.25,48,0,Salary,Positive,98.3,Low,597.83,0
1221,3813.81,2097.91,0.27,normal,727.0,0.55,583.15,650.96,1,596.18,99,0,Salary,Positive,86.8,Low,1715.9,0
1222,3594.22,1148.93,0.17,normal,796.0,0.49,884.56,499.9,4,1692.74,74,0,Salary,Positive,77.5,Medium,2445.29,0
1223,5428.81,4017.02,0.16,normal,721.0,0.44,774.39,556.29,4,1787.01,33,0,Salary,Negative,21.6,Medium,1411.79,0
1224,2814.78,3013.79,0.39,normal,625.0,0.19,386.71,690.39,8,1457.67,73,0,Freelance,Negative,65.3,Low,0.0,0
1225,2199.15,3727.1,0.27,normal,761.0,0.18,548.25,475.58,2,1090.17,70,0,Salary,Positive,87.6,High,0.0,0
1226,3920.93,4279.01,0.13,normal,648.0,0.44,107.55,657.79,5,996.14,65,0,Salary,Negative,81.2,Low,0.0,0
1227,5838.11,2553.87,0.3,inflation,699.0,0.23,548.65,614.75,9,1596.93,98,0,Salary,Positive,6.6,Medium,3284.24,1
1228,2189.55,2535.24,0.23,normal,652.0,0.34,332.8,226.15,4,899.51,70,0,Salary,Positive,24.1,Low,0.0,0
1229,4092.78,2170.1,0.25,recession,775.0,0.46,636.61,261.25,7,0.0,53,0,Salary,Neutral,0.5,High,1922.68,0
1230,4044.89,3931.32,0.12,inflation,694.0,0.55,512.05,498.89,8,1070.11,23,0,Salary,Negative,9.4,Low,113.57,0
1231,4257.04,2910.4,0.22,normal,768.0,0.2,433.48,432.51,5,1602.32,73,0,Salary,Positive,85.0,Medium,1346.64,0
1232,4628.7,2991.48,0.19,normal,649.0,0.46,358.44,609.46,5,389.95,60,0,Salary,Neutral,56.0,High,1637.22,0
1233,4352.82,3150.71,0.12,normal,563.0,0.38,569.76,413.76,7,803.76,99,0,Mixed,Positive,5.1,Low,1202.11,0
1234,3370.26,2595.71,0.36,inflation,651.0,0.17,386.21,511.3,1,1223.95,47,1,Salary,Neutral,87.9,High,774.55,0
1235,3501.5,3281.56,0.14,recession,718.0,0.52,740.63,349.22,9,971.53,22,0,Salary,Negative,29.7,Low,219.94,0
1236,4056.63,2785.44,0.3,normal,775.0,0.56,308.31,495.89,9,218.38,73,0,Freelance,Positive,57.2,Low,1271.19,0
1237,3620.88,3298.98,0.32,normal,677.0,0.37,513.96,452.34,2,807.51,50,0,Mixed,Positive,15.9,Low,321.9,0
1238,4795.36,3075.58,0.22,normal,591.0,0.28,722.63,6.38,6,1219.3,94,0,Salary,Positive,33.3,Low,1719.78,0
1239,4037.64,3110.89,0.33,normal,586.0,0.2,867.33,437.01,4,1192.09,37,0,Freelance,Negative,65.9,Medium,926.75,0
1240,4275.82,2851.95,0.37,inflation,642.0,0.41,344.75,196.22,4,855.83,98,0,Freelance,Neutral,66.2,Low,1423.87,0
1241,3733.2,2285.78,0.22,normal,716.0,0.41,527.17,403.82,9,1122.98,70,0,Freelance,Positive,1.2,Low,1447.42,0
1242,5140.81,3352.44,0.2,normal,763.0,0.34,259.2,525.39,8,1337.85,69,0,Freelance,Neutral,98.2,Low,1788.37,0
1243,4445.3,3861.94,0.36,recession,710.0,0.22,284.59,127.49,9,1038.41,86,0,Freelance,Neutral,53.4,Low,583.36,0
1244,5532.98,4479.33,0.06,normal,683.0,0.56,645.68,404.19,2,1006.9,98,0,Salary,Neutral,7.9,Low,1053.65,0
1245,3429.75,2948.37,0.19,recession,759.0,0.24,400.34,260.87,5,974.42,91,0,Freelance,Positive,70.9,Medium,481.38,0
1246,2513.68,3305.56,0.34,recession,615.0,0.44,244.78,704.38,7,1213.18,37,0,Salary,Neutral,45.3,Low,0.0,0
1247,4359.38,3964.36,0.25,normal,668.0,0.39,604.31,482.33,5,905.58,38,0,Freelance,Negative,22.3,Medium,395.02,0
1248,4650.45,1850.84,0.19,normal,643.0,0.4,399.72,81.37,7,1013.23,30,0,Salary,Neutral,30.9,Low,2799.61,1
